School Name,URL,City,State
Willamette University,admissions@willamette.edu,Salem,OR
Western Oregon University,admissions@wou.edu,Monmouth,OR
Allegheny College,admissions@allegheny.edu,Meadville,PA
Alvernia University,admissions@alvernia.edu,Reading,PA
Arcadia University,admissions@arcadia.edu,Glenside,PA
Baptist Bible College & Seminary,admissions@bbc.edu,Clarks Summit,PA
Butler County Community College,admissions@bc3.edu,Butler,PA
Bloomsburg University,admissions@bloomu.edu,Bloomsburg,PA
Bryn Mawr College,admissions@brynmawr.edu,Bryn Mawr,PA
Bucknell University,admissions@bucknell.edu,Lewisburg,PA
Bucks County Community College,admissions@bucks.edu,Newtown,PA
California University of Pennsylvania,admissions@calu.edu,California,PA
Carlow University,admissions@carlow.edu,Pittsburgh,PA
Community College of Allegheny County,admissions@ccac.edu,(multiple locations),PA
Community College of Philadelphia,admissions@ccp.edu,Philadelphia,PA
Cedar Crest College,admissions@cedarcrest.edu,Allentown,PA
Chatham University,admissions@chatham.edu,Pittsburgh,PA
Chestnut Hill College,admissions@chc.edu,Philadelphia,PA
Clarion University,admissions@clarion.edu,Clarion,PA
Carnegie Mellon University,admissions@cmu.edu,Pittsburgh,PA
Delaware County Community College,admissions@dccc.edu,Media,PA
Delaware Valley College,admissions@delval.edu,Doylestown,PA
Dickinson College,admissions@dickinson.edu,Carlisle,PA
Drexel University,admissions@drexel.edu,Philadelphia,PA
Drexel University College of Medicine,admissions@drexelmed.edu,Philadelphia,PA
Duquesne University,admissions@duq.edu,Pittsburgh,PA
Eastern University,admissions@eastern.edu,Saint Davids,PA
Edinboro University,admissions@edinboro.edu,Edinboro,PA
Elizabethtown College,admissions@etown.edu,Elizabethtown,PA
Evangelical Seminary,admissions@evangelical.edu,Myerstown,PA
Franklin & Marshall College,admissions@fandm.edu,Lancaster,PA
Saint Francis University,admissions@francis.edu,Loretto,PA
Grove City College,admissions@gcc.edu,Grove City,PA
Geneva College,admissions@geneva.edu,Beaver Falls,PA
Gettysburg College,admissions@gettysburg.edu,Gettysburg,PA
Harrisburg Area Community College,admissions@hacc.edu,Harrisburg,PA
Haverford College,admissions@haverford.edu,Haverford,PA
Holy Family University,admissions@holyfamily.edu,Philadelphia,PA
Indiana University of Pennsylvania,admissions@iup.edu,Indiana,PA
Thomas Jefferson University,admissions@jefferson.edu,Philadelphia,PA
Juniata College,admissions@juniata.edu,Huntingdon,PA
Keystone College,admissions@keystone.edu,La Plume,PA
King's College,admissions@kings.edu,Wilkes-Barre,PA
Kutztown University,admissions@kutztown.edu,Kutztown,PA
Lackawanna College,admissions@lackawanna.edu,Scranton,PA
Lafayette College,admissions@lafayette.edu,Easton,PA
Lancaster County Career and Technology Center,admissions@lancasterctc.edu,Willow Street,PA
Lancaster Theological Seminary,admissions@lancasterseminary.edu,Lancaster,PA
La Roche College,admissions@laroche.edu,Pittsburgh,PA
La Salle University,admissions@lasalle.edu,Philadelphia,PA
Lehigh Carbon Community College,admissions@lccc.edu,Schnecksville,PA
Lake Erie College of Osteopathic Medicine,admissions@lecom.edu,Erie,PA
Lehigh University,admissions@lehigh.edu,Bethlehem,PA
Lock Haven University,admissions@lhup.edu,Lock Haven,PA
The Lincoln University,admissions@lincoln.edu,Lincoln University,PA
Lansdale School of Business,admissions@lsb.edu,North Wales,PA
Lebanon Valley College,admissions@lvc.edu,Annville,PA
Lycoming College,admissions@lycoming.edu,Williamsport,PA
Manor College,admissions@manor.edu,Jenkintown,PA
Mansfield University,admissions@mansfield.edu,Mansfield,PA
Marywood University,admissions@marywood.edu,Scranton,PA
Montgomery County Community College,admissions@mc3.edu,Blue Bell,PA
Mercyhurst University,admissions@mercyhurst.edu,Erie,PA
Messiah College,admissions@messiah.edu,Mechanicsburg,PA
Millersville University,admissions@millersville.edu,Millersville,PA
Misericordia University,admissions@misericordia.edu,Dallas,PA
Moravian College,admissions@moravian.edu,Bethlehem,PA
Mount Aloysius College,admissions@mtaloy.edu,Cresson,PA
Muhlenberg College,admissions@muhlenberg.edu,Allentown,PA
Neumann University,admissions@neumann.edu,Aston,PA
Northampton Community College,admissions@northampton.edu,Bethlehem,PA
Pennsylvania Gunsmith School,admissions@pagunsmith.edu,Pittsburgh,PA
Philadelphia College of Osteopathic Medicine,admissions@pcom.edu,Philadelphia,PA
Pennsylvania College of Technology,admissions@pct.edu,Williamsport,PA
Philadelphia University,admissions@philau.edu,Philadelphia,PA
University of Pittsburgh,admissions@pitt.edu,Pittsburgh,PA
Penn State University,admissions@psu.edu,University Park,PA
Reading Area Community College,admissions@racc.edu,Reading,PA
Robert Morris University,admissions@rmu.edu,Moon Township,PA
Saint Vincent Seminary,admissions@saintvincentseminary.edu,Latrobe,PA
Salus University,admissions@salus.edu,Elkins Park,PA
The University of Scranton,admissions@scranton.edu,Scranton,PA
Shippensburg University,admissions@ship.edu,Shippensburg,PA
Saint Joseph's University,admissions@sju.edu,Philadelphia,PA
Slippery Rock University,admissions@sru.edu,Slippery Rock,PA
Saint Vincent College,admissions@stvincent.edu,Latrobe,PA
Susquehanna University,admissions@susqu.edu,Selinsgrove,PA
Swarthmore College,admissions@swarthmor.edu,Swarthmore,PA
Temple University,admissions@temple.edu,Philadelphia,PA
The American College of Financial Services,admissions@theamericancollege.edu,Bryn Mawr,PA
Thiel College,admissions@thiel.edu,Greenville,PA
University of the Arts,admissions@uarts.edu,Philadelphia,PA
University of Pennsylvania,admissions@upenn.edu,Philadelphia,PA
University of the Sciences in Philadelphia,admissions@usciences.edu,Philadelphia,PA
Valley Forge Christian College,admissions@vfcc.edu,Phoenixville,PA
Villanova University,admissions@villanova.edu,Villanova,PA
Washington and Jefferson College,admissions@washjeff.edu,Washington,PA
Westmoreland County Community College,admissions@wccc.edu,Youngwood,PA
West Chester University,admissions@wcupa.edu,West Chester,PA
Westminster College,admissions@westminster.edu,New Wilmington,PA
Widener University,admissions@widener.edu,Chester,PA
Wilkes University,admissions@wilkes.edu,Wilkes-Barre,PA
Wilson College,admissions@wilson.edu,Chambersburg,PA
York College of Pennsylvania,admissions@ycp.edu,York,PA
Pennsylvania Academy of the Fine Arts,admissions@pafa.edu,Philadelphia,PA
East Stroudsburg University,admissions@esu.edu,East Stroudsburg,PA
Ursinus College,admissions@ursinus.edu,Collegeville,PA
DeSales University,admissions@desales.edu,Center Valley,PA
Lancaster Bible College,admissions@lbc.edu,Lancaster,PA
Cheyney University of Pennsylvania,admissions@cheyney.edu,Cheyney,PA
Brown University,admissions@brown.edu,Providence,RI
Bryant University,admissions@bryant.edu,Smithfield,RI
Community College of Rhode Island,admissions@ccri.edu,Warwick,RI
Johnson and Wales University,admissions@jwu.edu,Providence,RI
New England Institute of Technology,admissions@neit.edu,East Greenwich,RI
Providence College,admissions@providence.edu,Providence,RI
The University of Rhode Island,admissions@uri.edu,Kingston,RI
Rhode Island College,admissions@ric.edu,Providence,RI
Rhose Island School of Design,admissions@risd.edu,Providence,RI
Roger Williams University,admissions@rwu.edu,Bristol,RI
University of Rhode Island,admissions@uri.edu,Kingston,RI
Centura College,admissions@centura.edu,Columbia,SC
The Citadel Military College of South Carolina,admissions@citadel.edu,Charleston,SC
Columbia International University,admissions@ciu.edu,Columbia,SC
Clemson University,admissions@clemson.edu,Clemson,SC
Coastal Carolina University,admissions@coastal.edu,Conway,SC
College of Charleston,admissions@cofc.edu,Charleston,SC
Coker College,admissions@coker.edu,Hartsville,SC
Columbia College South Carolina,admissions@columbiasc.edu,Columbia,SC
Florence-Darlington Technical College,admissions@fdtc.edu,Florence,SC
Francis Marion University,admissions@fmarion.edu,Florence,SC
Forrest College,admissions@forrestcollege.edu,Anderson,SC
Furman University,admissions@furman.edu,Greenville,SC
Lander University,admissions@lander.edu,Greenwood,SC
Limestone College,admissions@limestone.edu,Gaffney,SC
Midlands Technical College,admissions@midlandstech.edu,Columbia,SC
Medical University of South Carolina,admissions@musc.edu,Charleston,SC
Newberry College,admissions@newberry.edu,Newberry,SC
North Greenville University,admissions@ngu.edu,Tigerville,SC
Orangeburg-Calhoun Technical College,admissions@octech.edu,Orangeburg,SC
Presbyterian College,admissions@presby.edu,Clinton,SC
University of South Carolina,admissions@sc.edu,Columbia,SC
South Carolina State University,admissions@scsu.edu,Oorangeburg,SC
Sinte Gleska University,admissions@sintegleska.edu,Mission,SC
Spartanburg Methodist College,admissions@smcsc.edu,Spartanburg,SC
TriCounty Technical College,admissions@tctc.edu,Pendleton,SC
University of South Carolina Aiken,admissions@usca.edu,Aiken,SC
University of South Carolina Beaufort,admissions@uscb.edu,Beaufort,SC
University of South Carolina Upstate,admissions@uscupstate.edu,Spartanburg,SC
Winthrop University,admissions@winthrop.edu,Rock Hill,SC
Wofford College,admissions@wofford.edu,Spartanburg,SC
York Technical College,admissions@yorktech.edu,Rock Hill,SC
Bob Jones University,admissions@bju.edu,Greenville,SC
Anderson University,admissions@andersonuniversity.edu,Anderson,SC
Black Hills State University,admissions@bhsu.edu,Spearfish,SD
Dakota State University,admissions@dsu.edu,Madison,SD
Dakota Wesleyan University,admissions@dwu.edu,Mitchell,SD
Mount Marty College,admissions@mtmc.edu,Yankton,SD
Northern State University,admissions@northern.edu,Aberdeen,SD
South Dakota School of Mines and Technology,admissions@sdsmt.edu,Rapid City,SD
South Dakota State University,admissions@sdstate.edu,Brookings,SD
University of South Dakota,admissions@usd.edu,Vermillion,SD
University of Sioux Falls,admissions@usioxfalls.edu,Sioux Falls,SD
Western Dakota Technical Institute,admissions@wdt.edu,Rapid City,SD
Austin Peay State University,admissions@apsu.edu,Clarksville,TN
Belmont University,admissions@belmont.edu,Nashville,TN
Bryan College,admissions@bryan.edu,Dayton,TN
Christian Brothers University,admissions@cbu.edu,Memphis,TN
Carson-Newman University,admissions@cn.edu,Jefferson City,TN
Columbia State Community College,admissions@columbiastate.edu,Columbia,TN
Cumberland University,admissions@cumberland.edu,Lebanon,TN
DeVry University,admissions@devry.edu,Nashville,TN
East Tennessee State University,admissions@etsu.edu,Johnson City,TN
Freed-Hardeman University,admissions@fhu.edu,Henderson,TN
Fisk University,admissions@fisk.edu,Nashville,TN
Huntington College of Health Sciences,admissions@hchs.edu,Knoxville,TN
Hiwassee College,admissions@hiwassee.edu,Madisonville,TN
Johnson University,admissions@johnsonu.edu,(multiple locations),TN
Jackson State Community College,admissions@jscc.edu,Jackson,TN
Lee University,admissions@leeuniversity.edu,Cleveland,TN
Lincoln Memorial University,admissions@lmunet.edu,Harrogate,TN
The LeMoyne-Owen College,admissions@loc.edu,Memphis,TN
The University of Memphis,admissions@memphis.edu,Memphis,TN
Milligan College,admissions@milligan.edu,Milligan College,TN
Middle Tennessee State University,admissions@mtsu.edu,Murfreesboro,TN
Nashville State Community College,admissions@nscc.edu,Nashville,TN
Pellissippi State Community College,admissions@pstcc.edu,Knoxville,TN
Rhodes College,admissions@rhodes.edu,Memphis,TN
Roane State Community College,admissions@roanestate.edu,Harriman,TN
Southern College of Optometry,admissions@sco.edu,Memphis,TN
Sewanee The University of the South,admissions@sewanee.edu,Sewanee,TN
Southern Adventist University,admissions@southern.edu,Collegedale,TN
The University of Tennessee,admissions@tennessee.edu,(multiple locations),TN
Southwest Tennessee Community College,admissions@tn.edu,Memphis,TN
Tennessee State University,admissions@tnstate.edu,Nashville,TN
Tennessee Technological University,admissions@tntech.edu,Cookeville,TN
Tennessee Wesleyan College,admissions@twcnet.edu,Athens,TN
University of Tennessee Chattanooga,admissions@utc.edu,Chattanooga,TN
University of Tennessee Health Science Center,admissions@uthsc.edu,Memphis,TN
University of Tennessee Knoxville,admissions@utk.edu,Knoxville,TN
University of Tennessee Martin,admissions@utm.edu,Martin,TN
University of Tennessee Space Institute,admissions@utsi.edu,Tullahoma,TN
Union University,admissions@uu.edu,(multiple locations),TN
Vanderbilt University,admissions@vanderbilt.edu,Nashville,TN
Volunteer State Community College,admissions@volstate.edu,Gallatin,TN
King University,admissions@king.edu,Bristol,TN
Abilene Christian University,admissions@acu.edu,Abilene,TX
Alamo Colleges,admissions@alamo.edu,San Antonio,TX
Alvin Community College,admissions@alvincollege.edu,Alvin,TX
Angelo State University,admissions@angelo.edu,San Angelo,TX
Austin Community College District,admissions@austincc.edu,Austin,TX
Austin College,admissions@austincollege.edu,Sherman,TX
Austin Graduate School of Theology,admissions@austingrad.edu,Austin,TX
Baylor University,admissions@baylor.edu,Waco,TX
Blinn College,admissions@blinn.edu,Brenham,TX
Brazosport College,admissions@brazosport.edu,Lake Jackson,TX
Brookhaven College,admissions@brookhavencollege.edu,Dallas,TX
Baptist Health System School of Health Professions,admissions@bshp.edu,San Antonio,TX
Career Point College,admissions@careerpointcollege.edu,San Antonio,TX
Cedar Valley College,admissions@cedarvalleycollege.edu,Lancaster,TX
Coastal Bend College,admissions@coastalbend.edu,(multiple locations),TX
College of the Mainland,admissions@com.edu,Texas City,TX
Concordia University Texas,admissions@concordia.edu,Austin,TX
Central Texas College,admissions@ctcd.edu,Killeen,TX
Culinary Institute LeNotre,admissions@culinaryinstitute.edu,Houston,TX
Dallas Baptist University,admissions@dbu.edu,Dallas,TX
Del Mar College,admissions@delmar.edu,Corpus Christi,TX
Dallas Nursing Institute,admissions@dni.edu,Dallas,TX
El Paso Community College,admissions@epcc.edu,El Paso,TX
East Texas Baptist University,admissions@etbu.edu,Marshall,TX
Galen College of Nursing,admissions@galencollege.edu,San Antonio,TX
Galveston College,admissions@gc.edu,Galveston,TX
Grayson College,admissions@grayson.edu,Denison,TX
Houston Baptist University,admissions@hbu.edu,Houston,TX
Houston Community College,admissions@hccs.edu,Houston,TX
Hill College,admissions@hillcollege.edu,Hillsboro,TX
Howard College,admissions@howardcollege.edu,Big Spring,TX
Howard Payne University,admissions@hputx.edu,Brownwood,TX
Lamar University,admissions@lamar.edu,Beaumont,TX
Lamar State College - Port Arthur,admissions@lamarpa.edu,Port Arthur,TX
Lubbock Christian University,admissions@lcu.edu,Lubbock,TX
LeTourneau University,admissions@letu.edu,Longview,TX
Lamar Institute of Technology,admissions@lit.edu,Beaumont,TX
Lone Star College System,admissions@lonestar.edu,The Woodlands,TX
Lamar State College - Orange,admissions@lsco.edu,Orange,TX
McLennan Community College,admissions@mclennan.edu,Waco,TX
McMurry University,admissions@mcm.edu,Abilene,TX
Midland College,admissions@midland.edu,Midland,TX
Midwestern State University,admissions@mwsu.edu,Wichita Falls,TX
National American University,admissions@national.edu,(multiple locations),TX
North Central Texas College,admissions@nctc.edu,Gainesville,TX
North American University,admissions@northamerican.edu,Houston,TX
North Lake College,admissions@northlakecollege.edu,(multiple locations),TX
Odessa College,admissions@odessa.edu,Odessa,TX
Ogle School,admissions@ogleschool.edu,Denton,TX
Our Lady of the Lake University,admissions@ollusa.edu,San Antonio,TX
Panola College,admissions@panola.edu,Carthage,TX
Patty Hands Shelton School of Nursing,admissions@phssn.edu,Abilene,TX
Prairie View A&M University,admissions@pvamu.edu,Prairie View,TX
Rice University,admissions@rice.edu,Houston,TX
Richland College,admissions@richlandcollege.edu,Dallas,TX
San Jacinto College,admissions@sanjac.edu,Pasadena,TX
Schreiner University,admissions@schreiner.edu,Kerrville,TX
Stephen F. Austin State University,admissions@sfasu.edu,Nacogdoches,TX
Sam Houston State University,admissions@shsu.edu,Huntsville,TX
Southern Methodist University,admissions@smu.edu,Dallas,TX
South Plains College,admissions@southplainscollege.edu,Levelland,TX
South Texas College,admissions@southtexascollege.htp,McAllen,TX
Southwestern University,admissions@southwestern.edu,Georgetown,TX
Seminary of the Southwest,admissions@ssw.edu,Austin,TX
South Texas College of Law,admissions@stcl.edu,Houston,TX
Saint Edward's University,admissions@stedwards.edu,Austin,TX
Saint Mary's University,admissions@stmarytx.edu,San Antonio,TX
University of Saint Thomas,admissions@stthom.edu,Houston,TX
Texas A&M Health Science Center,admissions@tamhsc.edu,Round Rock,TX
Texas A&M International University,admissions@tamiu.edu,Laredo,TX
Texas A&M University,admissions@tamu.edu,College Station,TX
Texas A&M University Commerce,admissions@tamuc.edu,Commerce,TX
Texas A&M University Corpus Christi,admissions@tamucc.edu,Corpus Christi,TX
Texas A&M University Kingsville,admissions@tamuk.edu,Kingsville,TX
Texas A&M University Texarkana,admissions@tamut.edu,Texarkana,TX
Tarleton State University,admissions@tarleton.edu,Stephenville,TX
Texas Christian University,admissions@tcu.edu,Fort Worth,TX
Temple College,admissions@templejc.edu,Temple,TX
Tyler Junior College,admissions@tjc.edu,Tyler,TX
Trinity University,admissions@trinity.edu,San Antonio,TX
Texas State Technical College,admissions@tstc.edu,(multiple locations),TX
Texas Southern University,admissions@tsu.edu,Houston,TX
Texas Tech University,admissions@ttu.edu,Lubbock,TX
Texas Tech University Health Sciences Center,admissions@ttuhsc.edu,Lubbock,TX
Texas Woman's University,admissions@twu.edu,Dallas,TX
Texas Chiropractic College,admissions@txchiro.edu,Pasadena,TX
Texas State University,admissions@txstate.edu,San Marcos,TX
University of Dallas,admissions@udallas.edu,Irving,TX
Universty of Houston,admissions@uh.edu,Houston,TX
University of Houston Clear Lake,admissions@uhcl.edu,Houston,TX
University of Houston Downtown,admissions@uhd.edu,Houston,TX
University of the Incarnate Word,admissions@uiw.edu,San Antonio,TX
University of Mary Hardin-Baylor,admissions@umhb.edu,Belton,TX
University of North Texas,admissions@unt.edu,Denton,TX
University of North Texas Health Science Center,admissions@unthsc.edu,Fort Worth,TX
University of Texas Arlington,admissions@uta.edu,Arlington,TX
University of Texas Brownsville,admissions@utb.edu,Brownsville,TX
University of Texas Dallas,admissions@utdallas.edu,Richardson,TX
University of Texas at El Paso,admissions@utep.edu,El Paso,TX
University of Texas at Austin,admissions@utexas.edu,Austin,TX
University of Texas Health Science Center Houston,admissions@uth.edu,Houston,TX
University of Texas Health Science Center San Antonio,admissions@uthscsa.edu,San Antonio,TX
University of Texas Medical Branch at Galveston,admissions@utmb.edu,Galveston,TX
University of Texas Pan American,admissions@utpa.edu,Edinburg,TX
University of Texas of the Permian Basin,admissions@utpb.edu,Odessa,TX
University of Texas at San Antonio,admissions@utsa.edu,San Antonio,TX
University of Texas Southwestern Medical Center,admissions@utsouthwestern.edu,Dallas,TX
University of Texas at Tyler,admissions@uttyler.edu,Tyler,TX
Valley Grande Institute,admissions@vgi.edu,Weslaco,TX
Victoria College,admissions@victoriacollege.edu,Victoria,TX
Wayland Baptist University,admissions@wbu.edu,Plainview,TX
Weatherford College,admissions@wc.edu,Weatherford,TX
West Texas A&M University,admissions@wtamu.edu,Canyon,TX
University of the Virgin Islands,admissions@uvi.edu,Saint Thomas,U.S. Virgin Islands
Brigham Young University,admissions@byu.edu,Provo,UT
Dixie State University,admissions@dixie.edu,Saint George,UT
Salt Lake Community College,admissions@slcc.edu,Salt Lake City,UT
Snow College,admissions@snow.edu,Ephraim,UT
Southern Utah University,admissions@suu.edu,Cedar City,UT
Utah State University,admissions@usu.edu,Logan,UT
University of Utah,admissions@utah.edu,Salt Lake City,UT
Utah Valley University,admissions@uvu.edu,Orem,UT
Weber State University,admissions@weber.edu,Ogden,UT
Western Governors University,https://www.wgu.edu/,Salt Lake City,UT
Averett University,admissions@averett.edu,Saint Danville,VA
Christendom College,admissions@christendom.edu,Front Royal,VA
Christopher Newport University,admissions@cnu.edu,Newport News,VA
Dabney S. Lancaster Community College,admissions@dslcc.edu,Clifton Forge,VA
Eastern Mennonite University,admissions@emu.edu,Harrisonburg,VA
Eastern Virginia Medical School,admissions@evms.edu,Norfolk,VA
Ferrum College,admissions@ferrum.edu,Ferrum,VA
Germanna Community College,admissions@germanna.edu,Fredericksburg,VA
George Mason University,admissions@gmu.edu,Fairfax,VA
Hampden-Sydney College,admissions@hsc.edu,Hampden-Sydney,VA
The Institute for the Psychological Sciences,admissions@ipsciences.edu,Arlington,VA
James Madison University,admissions@jmu.edu,Harrisonburg,VA
Liberty University,admissions@liberty.edu,Lynchburg,VA
Longwood University,admissions@longwood.edu,Farmville,VA
Marymount University,admissions@marymount.edu,Arlington,VA
New River Community College,admissions@nr.edu,Dublin,VA
Norfolk State University,admissions@nsu.edu,Norfolk,VA
Northern Virginia Community College,admissions@nvcc.edu,Springfield,VA
Old Dominion University,admissions@odu.edu,Norfolk,VA
Radford University,admissions@radford.edu,Radford,VA
Randolph College,admissions@randolphcollege.edu,Lynchburg,VA
Rappahannock Community College,admissions@rappahannock.edu,Glenns,VA
Regent University,admissions@regent.edu,Virgina Beach,VA
Reynolds Community College,admissions@reynolds.edu,Richmond,VA
University of Richmond,admissions@richmond.edu,Richmond,VA
Randolph-Macon College,admissions@rmc.edu,Ashland,VA
Roanoke College,admissions@roanoke.edu,Salem,VA
Sentara College of Health Sciences,admissions@sentara.edu,Chesapeake,VA
Stratford University,admissions@stratford.edu,Falls Church,VA
Shenandoah University,admissions@su.edu,Winchester,VA
Southern Virgina University,admissions@svu.edu,Buena Vista,VA
Southwest Virgina Community College,admissions@sw.edu,Cedar Bluff,VA
Tidewater Community College,admissions@tcc.edu,Norfolk,VA
Thomas Nelson Community College,admissions@tncc.edu,(multiple locations),VA
University of Mary Washington,admissions@umw.edu,Fredericksburg,VA
University of Virginia's College at Wise,admissions@uvawise.edu,Wise,VA
Virginia's Community Colleges,admissions@vccs.edu,Richmond,VA
Virginia Commonwealth University,admissions@vcu.edu,Richmond,VA
Virgina Highlands Community College,admissions@vhcc.edu,Abingdon,VA
Virginia Institute of Marine Science,admissions@vims.edu,Gloucester Point,VA
University of Virginia,admissions@virginia.edu,Charlottesville,VA
Virginia Western Community College,admissions@virginiawestern.edu,Roanoke,VA
Virginia International University,admissions@viu.edu,Fairfax,VA
Virginia State University,admissions@vsu.edu,Petersburg,VA
Virginia Polytechnic Institute and State University,admissions@vt.edu,Blacksburg,VA
Virginia Union University,admissions@vuu.edu,Richmond,VA
Virginia Wesleyan College,admissions@vwc.edu,Norfolk,VA
Washington and Lee University,admissions@wlu.edu,Lexington,VA
The College of William and Mary,admissions@wm.edu,Williamsburg,VA
Castleton State College of Vermont,admissions@castleton.edu,Castleton,VT
Champlain College,admissions@champlain.edu,Burlington,VT
Green Mountain College,admissions@greenmtn.edu,Poultney,VT
Johnson State College,admissions@jsc.edu,Johnson,VT
Middlebury College,admissions@middlebury.edu,Middlebury,VT
New England Culinary Institute,admissions@neci.edu,Montpelier,VT
Norwich University,admissions@norwich.edu,Northfield,VT
School for International Training,admissions@sit.edu,Brattleboro,VT
Saint Michael's College,admissions@smcvt.edu,Colchester,VT
University of Vermont,admissions@uvm.edu,Burlington,VT
University of Vermont,admissions@uvm.edu,Burlington,VT
Vermont Law School,admissions@vermontlaw.edu,South Royalton,VT
Vermont Technical College,admissions@vtc.edu,Randolph Center,VT
Bennington College,admissions@bennington.edu,Bennington,VT
Bellevue College,admissions@bellevuecollege.edu,Bellevue,WA
Big Bend Community College,admissions@bigbend.edu,Moses Lake,WA
Cascadia Community College,admissions@cascadia.edu,Bothell,WA
Centralia College,admissions@centralia.edu,Centralia,WA
Charter College,admissions@chartercollege.edu,(multiple locations),WA
Clark College,admissions@clark.edu,Vancouver,WA
Central Washington University,admissions@cwu.edu,Ellensburg,WA
DigiPen Institute of Technology,admissions@digipen.edu,Redmond,WA
Edmonds Community College,admissions@edcc.edu,Lynnwood,WA
Everett Community College,admissions@everettcc.edu,Everett,WA
The Evergreen State College,admissions@evergreen.edu,Olympia,WA
Eastern Washington University,admissions@ewu.edu,Cheney,WA
Faith Evangelical College and Seminary,admissions@faithseminary.edu,Tacoma,WA
Gonzaga University,admissions@gonzaga.edu,Spokane,WA
Green River Community College,admissions@greenriver.edu,Enumclaw,WA
Highline College,admissions@highline.edu,Des Moines,WA
Mukogawa Fort Wright Institute,admissions@mfwi.edu,Spokane,WA
North Seattle College,admissions@northseattle.edu,Seattle,WA
Olympic College,admissions@olympic.edu,Bremerton,WA
Peninsula College,admissions@pencol.edu,Port Angeles,WA
Perry Technical Institute,admissions@perrytech.edu,Yakima,WA
Pacific Lutheran University,admissions@plu.edu,Tacoma,WA
Renton Technical College,admissions@rtc.edu,Renton,WA
Seattle Central College,admissions@seattlecentral.edu,Seattle,WA
Seattle University,admissions@seattleu.edu,Seattle,WA
Shoreline Community College,admissions@shoreline.edu,Shoreline,WA
Seattle Institute of Oriental Medicine,admissions@siom.edu,Seattle,WA
Skagit Valley College,admissions@skagit.edu,Mount Vernon,WA
South Seattle College,admissions@southseattle.edu,Seattle,WA
Spokane Falls Community College,admissions@spokanefalls.edu,Spokane,WA
Seattle Pacific University,admissions@spu.edu,Seattle,WA
Saint Martin's University,admissions@stmartin.edu,Lacey,WA
University of Puget Sound,admissions@pugetsound.edu,Tacoma,WA
University of Washington,admissions@uw.edu,Seattle,WA
University of Washington Bothell,admissions@uwb.edu,Bothell,WA
Walla Walla University,admissions@wallawalla.edu,College Place,WA
Whitman College,admissions@whitman.edu,Walla Walla,WA
Whitworth University,admissions@whitworth.edu,Spokane,WA
Washington State University,admissions@wsu.edu,Pullman,WA
Wenatchee Valley College,admissions@wvc.edu,Wenatchee,WA
Walla Walla Community College,admissions@wwcc.edu,Walla Walla,WA
Western Washington University,admissions@wwu.edu,Bellingham,WA
Yakima Valley Community College,admissions@yvcc.edu,(multiple locations),WA
University of Washington,admissions@washington.edu,Seattle,WA
Alverno College,admissions@alverno.edu,Milwaukee,WI
Carroll University,admissions@carrollu.edu,Waukesha,WI
Carthage College,admissions@carthage.edu,Kenosha,WI
Chippewa Valley Technical College,admissions@cvtc.edu,Eau Claire,WI
Edgewood College,admissions@edgewood.edu,Madison,WI
Gateway Technical College,admissions@gtc.edu,Kenosha,WI
The Institute of Beauty and Wellness,admissions@ibw.edu,Milwaukee,WI
Lawrence University,admissions@lawrence.edu,Appleton,WI
Madison Area Technical College,admissions@madisoncollege.edu,Madison,WI
Marquette University,admissions@marquette.edu,Milwaukee,WI
Milwaukee Area Technical College,admissions@matc.edu,Milwaukee,WI
Medical College of Wisconsin,admissions@mcw.edu,Milwaukee,WI
Milwaukee Institute of Art and Design,admissions@miad.edu,Milwaukee,WI
Moraine Park Technical College,admissions@morainepark.edu,Fond du Lac,WI
Milwaukee School of Engineering,admissions@msoe.edu,Milwaukee,WI
Northland College,admissions@northland.edu,Ashland,WI
Northcentral Technical College,admissions@ntc.edu,Wausau,WI
Northeast Wisconsin Technical College,admissions@nwtc.edu,Green Bay,WI
Silver Lake College of the Holy Family,admissions@sl.edu,Manitowoc,WI
Saint Norbert College,admissions@snc.edu,De Pere,WI
Cardinal Stritch University,admissions@stritch.edu,Milwaukee,WI
University of Wisconsin Colleges,admissions@uwc.edu,Madison,WI
University of Wisconsin Eau Claire,admissions@uwec.edu,Eau Claire,WI
University of Wisconsin Extension,admissions@uwex.edu,Madison,WI
University of Wisconsin Green Bay,admissions@uwgb.edu,Green Bay,WI
University of Wisconsin La Crosse,admissions@uwlax.edu,La Crosse,WI
University of Wisconsin Milwaukee,admissions@uwm.edu,Milwaukee,WI
University of Wisconsin Oshkosh,admissions@uwosh.edu,Oshkosh,WI
University of Wisconsin Platteville,admissions@uwplatt.edu,Platteville,WI
University of Wisconsin River Falls,admissions@uwrf.edu,River Falls,WI
University of Wisconsin Stevens Point,admissions@uwsp.edu,Stevens Point,WI
University of Wisconsin Superior,admissions@uwsuper.edu,Superior,WI
University of Wisconsin Whitewater,admissions@uww.edu,Whitewater,WI
Viterbo University,admissions@viterbo.edu,La Crosse,WI
Waukesha County Technical College,admissions@wctc.edu,Pewaukee,WI
"University of Wisconsin, Madison",admissions@wisc.edu,Madison,WI
Wisconsin Indianhead Technical College,admissions@witc.edu,Shell Lake,WI
Wisconsin Lutheran College,admissions@wlc.edu,Milwaukee,WI
Wisconsin Technical College System,admissions@wtcsystem.edu,Madison,WI
Western Technical College,admissions@westerntc.edu,La Crosse,WI
American Public University System,admissions@apus.edu,Charles Town,WV
